consumer,resource,res.category,res.order,res.family,res.subfamily,res.genus,res.species,res.method,con.category,con.order,con.family,con.subfamily,con.genus,con.species,con.method,linkevidence,source.id
Anguilla dieffenbachii,Ichthybotus,Invertebrate,Ephemeroptera,Ephemeridae,,Ichthybotus,,genus,Fish,Anguilliformes,Anguillidae,,Anguilla,Anguilla dieffenbachii,species,,15
Paranephrops zealandicus,Isopod,Invertebrate,Isopoda,,,,,order,Crayfish,Decapoda,Parastacidae,,Paranephrops,Paranephrops zealandicus,genus,,11
Paranephrops zealandicus,Larsia,Invertebrate,Diptera,Chironomidae,Tanypodinae,Larsia,,family,Crayfish,Decapoda,Parastacidae,,Paranephrops,Paranephrops zealandicus,genus,,11
Galaxias,Limonia,Invertebrate,Diptera,Tipulidae,,,,family,Fish,Osmeriformes,Galaxidae,,Galaxias,,genus,direct,2
Gobiomorphus,Limonia,Invertebrate,Diptera,Tipulidae,,,,family,Fish,Perciformes,Eleotridae,,Gobiomorphus,,genus,direct,2
Anguilla dieffenbachii,Lymnaea,Invertebrate,Mollusca,Lymnaeidae,,Lymnaea,,genus,Fish,Anguilliformes,Anguillidae,,Anguilla,Anguilla dieffenbachii,species,,12
Anguilla,Maoridiamesa,Invertebrate,Diptera,Chironomidae,Diamesinae,,,family,Fish,Anguilliformes,Anguillidae,,Anguilla,,genus,direct,2
Galaxias brevipinnis,Maoridiamesa,Invertebrate,Diptera,Chironomidae,Diamesinae,,,family,Fish,Osmeriformes,Galaxidae,,Galaxias,Galaxias brevipinnis,genus,direct,5
Galaxias vulgaris,Maoridiamesa,Invertebrate,Diptera,Chironomidae,Diamesinae,,,family,Fish,Osmeriformes,Galaxidae,,Galaxias,Galaxias vulgaris,genus,direct,5
Gobiomorphus breviceps,Maoridiamesa,Invertebrate,Diptera,Chironomidae,Diamesinae,,,family,Fish,Perciformes,Eleotridae,,Gobiomorphus,Gobiomorphus breviceps,genus,direct,5
Gobiomorphus cotidianus,Maoridiamesa,Invertebrate,Diptera,Chironomidae,Diamesinae,,,family,Fish,Perciformes,Eleotridae,,Gobiomorphus,Gobiomorphus cotidianus,genus,direct,5
Salmo trutta,Maoridiamesa,Invertebrate,Diptera,Chironomidae,Diamesinae,,,family,Fish,Salmoniformes,Salmonidae,,Salmo,,genus,direct,5
Paranephrops zealandicus,Maoridiamesa,Invertebrate,Diptera,Chironomidae,Diamesinae,,,family,Crayfish,Decapoda,Parastacidae,,Paranephrops,Paranephrops zealandicus,genus,,11
Paranephrops zealandicus,Megaleptoperla,Invertebrate,Plecoptera,Gripopterygidae,,Megaleptoperla,,genus,Crayfish,Decapoda,Parastacidae,,Paranephrops,Paranephrops zealandicus,genus,,11
Anguilla australis,Microvelia,Invertebrate,Hemiptera,Veliidae,,Microvelia,,genus,Fish,Anguilliformes,Anguillidae,,Anguilla,Anguilla australis,species,,13
Galaxias argenteus,Microvelia macgregori,Invertebrate,Hemiptera,Veliidae,,Microvelia,Microvelia macgregori,genus,Fish,Osmeriformes,Galaxidae,,Galaxias,Galaxias argenteus,genus,,6
Paranephrops zealandicus,Mischoderus,Invertebrate,Diptera,Tanyderidae,,Mischoderus,,genus,Crayfish,Decapoda,Parastacidae,,Paranephrops,Paranephrops zealandicus,genus,,11
Galaxias vulgaris,Muscidae,Invertebrate,Diptera,Muscidae,,,,family,Fish,Osmeriformes,Galaxidae,,Galaxias,Galaxias vulgaris,genus,direct,5
Gobiomorphus cotidianus,Muscidae,Invertebrate,Diptera,Muscidae,,,,family,Fish,Perciformes,Eleotridae,,Gobiomorphus,Gobiomorphus cotidianus,genus,direct,5
Galaxias argenteus,Muscidae,Invertebrate,Diptera,Muscidae,,,,family,Fish,Osmeriformes,Galaxidae,,Galaxias,Galaxias argenteus,genus,,6
Anguilla dieffenbachii,Muscidae,Invertebrate,Diptera,Muscidae,,,,family,Fish,Anguilliformes,Anguillidae,,Anguilla,Anguilla dieffenbachii,species,,15
Anguilla australis,Mutelidae,Invertebrate,Mollusca,Mutelidae,,,,family,Fish,Anguilliformes,Anguillidae,,Anguilla,Anguilla australis,species,,13
Anguilla,Naonella,Invertebrate,Diptera,Chironomidae,Orthocladiinae,,,family,Fish,Anguilliformes,Anguillidae,,Anguilla,,genus,direct,2
Paranephrops zealandicus,Naonella,Invertebrate,Diptera,Chironomidae,Orthocladiinae,,,family,Crayfish,Decapoda,Parastacidae,,Paranephrops,Paranephrops zealandicus,genus,,11
Deleatidium,Navicula,Diatom,Naviculales,Naviculaceae,,Navicula,,genus,Invertebrate,Ephemeroptera,Leptophlebiidae,,Deleatidium,,genus,direct,2
Galaxias,Nematode,Invertebrate,Nematoda,,,,,order,Fish,Osmeriformes,Galaxidae,,Galaxias,,genus,direct,2
Gobiomorphus,Nematode,Invertebrate,Nematoda,,,,,order,Fish,Perciformes,Eleotridae,,Gobiomorphus,,genus,direct,2
Salmo,Nematode,Invertebrate,Nematoda,,,,,order,Fish,Salmoniformes,Salmonidae,,Salmo,,genus,direct,2
Galaxias argenteus,Nematode,Invertebrate,Nematoda,,,,,order,Fish,Osmeriformes,Galaxidae,,Galaxias,Galaxias argenteus,genus,,6
Paranephrops zealandicus,Nematode,Invertebrate,Nematoda,,,,,order,Crayfish,Decapoda,Parastacidae,,Paranephrops,Paranephrops zealandicus,genus,,11
Galaxias postvectis,Nematode,Invertebrate,Nematoda,,,,,order,Fish,Osmeriformes,Galaxidae,,Galaxias,Galaxias postvectis,genus,,14
Galaxias,Nesameletus,Invertebrate,Ephemeroptera,Nesameletidae,,Nesameletus,,genus,Fish,Osmeriformes,Galaxidae,,Galaxias,,genus,direct,2
Gobiomorphus,Nesameletus,Invertebrate,Ephemeroptera,Nesameletidae,,Nesameletus,,genus,Fish,Perciformes,Eleotridae,,Gobiomorphus,,genus,direct,2
Salmo,Nesameletus,Invertebrate,Ephemeroptera,Nesameletidae,,Nesameletus,,genus,Fish,Salmoniformes,Salmonidae,,Salmo,,genus,direct,2
Galaxias southern,Nesameletus,Invertebrate,Ephemeroptera,Nesameletidae,,Nesameletus,,genus,Fish,Osmeriformes,Galaxidae,,Galaxias,,genus,direct,5
Galaxias vulgaris,Nesameletus,Invertebrate,Ephemeroptera,Nesameletidae,,Nesameletus,,genus,Fish,Osmeriformes,Galaxidae,,Galaxias,Galaxias vulgaris,genus,direct,5
Gobiomorphus breviceps,Nesameletus,Invertebrate,Ephemeroptera,Nesameletidae,,Nesameletus,,genus,Fish,Perciformes,Eleotridae,,Gobiomorphus,Gobiomorphus breviceps,genus,direct,5
Salmo trutta,Nesameletus,Invertebrate,Ephemeroptera,Nesameletidae,,Nesameletus,,genus,Fish,Salmoniformes,Salmonidae,,Salmo,,genus,direct,5
Paranephrops zealandicus,Nesameletus,Invertebrate,Ephemeroptera,Nesameletidae,,Nesameletus,,genus,Crayfish,Decapoda,Parastacidae,,Paranephrops,Paranephrops zealandicus,genus,,11
Gobiomorphus breviceps,Nesameletus,Invertebrate,Ephemeroptera,Nesameletidae,,Nesameletus,,genus,Fish,Perciformes,Eleotridae,,Gobiomorphus,Gobiomorphus breviceps,genus,,15
Stenoperla prasina,Nesameletus ornatus,Invertebrate,Ephemeroptera,Nesameletidae,,Nesameletus,Nesameletus ornatus,genus,Invertebrate,Plecoptera,Eustheniidae,,Stenoperla,Stenoperla prasina,genus,,10
Galaxias,Neurochorema,Invertebrate,Trichoptera,Hydrobiosidae,,Neurochorema,,genus,Fish,Osmeriformes,Galaxidae,,Galaxias,,genus,direct,2
Gobiomorphus,Neurochorema,Invertebrate,Trichoptera,Hydrobiosidae,,Neurochorema,,genus,Fish,Perciformes,Eleotridae,,Gobiomorphus,,genus,direct,2
Salmo,Neurochorema,Invertebrate,Trichoptera,Hydrobiosidae,,Neurochorema,,genus,Fish,Salmoniformes,Salmonidae,,Salmo,,genus,direct,2
Gobiomorphus breviceps,Neurochorema,Invertebrate,Trichoptera,Hydrobiosidae,,Neurochorema,,genus,Fish,Perciformes,Eleotridae,,Gobiomorphus,Gobiomorphus breviceps,genus,direct,5
Salmo trutta,Neurochorema,Invertebrate,Trichoptera,Hydrobiosidae,,Neurochorema,,genus,Fish,Salmoniformes,Salmonidae,,Salmo,,genus,direct,5
Anguilla dieffenbachii,Neuroptera,Invertebrate,Neuroptera,,,,,order,Fish,Anguilliformes,Anguillidae,,Anguilla,Anguilla dieffenbachii,species,,13
Galaxias argenteus,Odonata ,Invertebrate,Odonata,,,,,order,Fish,Osmeriformes,Galaxidae,,Galaxias,Galaxias argenteus,genus,,6
Paranephrops zealandicus,Odonata ,Invertebrate,Odonata,,,,,order,Crayfish,Decapoda,Parastacidae,,Paranephrops,Paranephrops zealandicus,genus,,11
Paranephrops zealandicus,Oecetis,Invertebrate,Trichoptera,Leptoceridae,,,,genus,Crayfish,Decapoda,Parastacidae,,Paranephrops,Paranephrops zealandicus,genus,,11
Anguilla dieffenbachii,Oecetis,Invertebrate,Trichoptera,Leptoceridae,,,,genus,Fish,Anguilliformes,Anguillidae,,Anguilla,Anguilla dieffenbachii,species,,12
Gobiomorphus,Oeconesus,Invertebrate,Trichoptera,Oeconesidae,,Oeconesus,,genus,Fish,Perciformes,Eleotridae,,Gobiomorphus,,genus,direct,2
Salmo,Oeconesus,Invertebrate,Trichoptera,Oeconesidae,,Oeconesus,,genus,Fish,Salmoniformes,Salmonidae,,Salmo,,genus,direct,2
Anguilla dieffenbachii,Oeconesus,Invertebrate,Trichoptera,Oeconesidae,,Oeconesus,,genus,Fish,Anguilliformes,Anguillidae,,Anguilla,Anguilla dieffenbachii,species,,12
Anguilla,Oligochaetae,Invertebrate,Oligochaetae,,,,,order,Fish,Anguilliformes,Anguillidae,,Anguilla,,genus,direct,2
Galaxias,Oligochaetae,Invertebrate,Oligochaetae,,,,,order,Fish,Osmeriformes,Galaxidae,,Galaxias,,genus,direct,2
